Facility_INSPIRE_ID;parentCompanyName;nameOfFeature;mainActivityCode;mainActivityName;pointGeometryLon;pointGeometryLat;streetName;buildingNumber;postalCode;city;countryCode;telephoneNo;facilityId;x;y
FI.EEA/125267.FACILITY;Mondi Lohja Oy, Lohjan Lämpölaitos;Mondi Lohja Oy, Lohjan Lämpölaitos;1(c);Thermal power stations and other combustion installations;24.05324;60.25802;Kiviniemenkatu 5;;08100;LOHJA;FI;;FI_EEA_125267;25447584;6683196
FI.EEA/125268.FACILITY;Fortum Power and Heat Oy, Otaniemen lämpökeskus;Fortum Power and Heat Oy, Otaniemen lämpökeskus;1(c);Thermal power stations and other combustion installations;24.82875;60.188445;Otakaari 6;;02150;ESPOO;FI;;FI_EEA_125268;25490499;6675081
FI.EEA/125269.FACILITY;Fortum Power and Heat Oy, Tapiolan lämpökeskus ja varavoimalaitos;Fortum Power and Heat Oy, Tapiolan lämpökeskus ja varavoimalaitos;1(c);Thermal power stations and other combustion installations;24.7964;60.1782;Ahertajantie 4;;02100;ESPOO;FI;;FI_EEA_125269;25488700;6673944
FI.EEA/125276.FACILITY;Porvoon Energia Oy, Harabackan maakaasuvoimalaitos;Porvoon Energia Oy, Harabackan maakaasuvoimalaitos;1(c);Thermal power stations and other combustion installations;25.620974;60.396665;Harabackankatu 18;;06100;PORVOO;FI;;FI_EEA_125276;25534234;6698429
FI.EEA/125278.FACILITY;Vantaan Energia Oy, Hakunilan lämpökeskus;Vantaan Energia Oy, Hakunilan lämpökeskus;1(c);Thermal power stations and other combustion installations;25.094531;60.277594;Käärmekalliontie 3;;01200;VANTAA;FI;;FI_EEA_125278;25505231;6685005
FI.EEA/125280.FACILITY;Gasum Oy, Turun biokaasulaitos;Gasum Oy, Turun biokaasulaitos;5(c);Installations for the disposal of non-hazardous waste;22.3333;60.4836;Pitkäsaarenkuja ;;20380;TURKU;FI;;FI_EEA_125280;25353402;6710923
FI.EEA/125281.FACILITY;Hyyti Erkki;Hyyti Erkki;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;22.351566;61.283062;Kauvatsantie 307;;32800;KOKEMÄKI;FI;;FI_EEA_125281;25358004;6799914
FI.EEA/125285.FACILITY;Kylämäki Juha ja Elina;Kylämäki Juha ja Elina;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;22.890242;60.577734;Hallintie 31;;21490;MARTTILA;FI;;FI_EEA_125285;25384348;6720297
FI.EEA/125286.FACILITY;Lankisen Tila Oy;Lankisen Tila Oy;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;22.57334;60.89421;Yläneentie 869;;32500;ORIPÄÄ;FI;;FI_EEA_125286;25368284;6756143
FI.EEA/125290.FACILITY;Turku Energia Oy, Härkämäen lämpökeskus;Turku Energia Oy, Härkämäen lämpökeskus;1(c);Thermal power stations and other combustion installations;22.2052;60.4635;Väinölänkatu 19;;20210;TURKU;FI;;FI_EEA_125290;25346268;6708977
FI.EEA/125291.FACILITY;Turku Energia Oy, Koroisten lämpökeskus;Turku Energia Oy, Koroisten lämpökeskus;1(c);Thermal power stations and other combustion installations;22.29195;60.46986;Koroistentie 6;;20380;TURKU;FI;;FI_EEA_125291;25351067;6709486
FI.EEA/158542.FACILITY;Vaasan Sähkö Oy, Pitkämäen lämpökeskus;Vaasan Sähkö Oy, Pitkämäen lämpökeskus;1(c);Thermal power stations and other combustion installations;21.679873;63.079071;Strömberginkatu 1 b;;65101;VAASA;FI;;FI_EEA_158542;25332270;7001533
FI.EEA/158543.FACILITY;Stora Enso Oyj, Pukkikankaan kaatopaikka;Stora Enso Oyj, Pukkikankaan kaatopaikka;5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on the landfill of waste has expired);28.046797;62.286097;Pukkikankaantie;;78710;VARKAUS;FI;;FI_EEA_158543;25658105;6912539
FI.EEA/16974.FACILITY;"FORSSAN KAUPUNGIN VIEMÄRILAITOS; KESKUSPUHDISTAMO";"FORSSAN KAUPUNGIN VIEMÄRILAITOS; KESKUSPUHDISTAMO";5(f);Urban waste-water treatment plants;23.61162;60.82508;Valtatie 10;;30420;FORSSA;FI;;FI_EEA_16974;25424469;6746802
FI.EEA/16983.FACILITY;Adven Oy, Heinolan voimalaitos;Adven Oy, Heinolan voimalaitos;1(c);Thermal power stations and other combustion installations;26.065;61.1846;Vuorikatu 1;;18100;HEINOLA;FI;;FI_EEA_16983;25557288;6786530
FI.EEA/16986.FACILITY;RAPALA VMC OYJ, Uistintehdas;RAPALA VMC OYJ, Uistintehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;25.57382;61.16187;Tehtaantie 2;;17200;Vääksy;FI;;FI_EEA_16986;25530890;6783666
FI.EEA/16987.FACILITY;RIIHIMÄEN KAUPUNGIN VIEMÄRILAITOS, KESKUSPUHDISTAMO;RIIHIMÄEN KAUPUNGIN VIEMÄRILAITOS, KESKUSPUHDISTAMO;5(f);Urban waste-water treatment plants;24.7699;60.72316;Puhdistamontie 1;;11100;RIIHIMÄKI;FI;;FI_EEA_16987;25487442;6734668
FI.EEA/16994.FACILITY;BASF Finland Oy, SB- lateksitehdas;BASF Finland Oy, SB- lateksitehdas;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;27.098956;60.896027;TÄRKKELYSTIE 4;;46400;KAIPIAINEN;FI;;FI_EEA_16994;25613927;6755732
FI.EEA/16996.FACILITY;Trinseo Suomi Oy (ent. Styron);Trinseo Suomi Oy (ent. Styron);4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;27.1588;60.5311;Palokankaantie 1;;49461;HAMINA;FI;;FI_EEA_16996;25618511;6715190
FI.EEA/6095.FACILITY;Ahlstrom Tampere Oy, Kauttua;Ahlstrom Tampere Oy, Kauttua;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);22.15854;61.110875;Paperitehtaantie 15;;27500;KAUTTUA;FI;;FI_EEA_6095;25346825;6781175
FI.EEA/6096.FACILITY;GENENCOR INTERNATIONAL OY, HANGON TEHDAS;GENENCOR INTERNATIONAL OY, HANGON TEHDAS;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;23.02369;59.85375;ORIONINKATU 34;;10900;HANKO;FI;;FI_EEA_6096;25389246;6639431
FI.EEA/6101.FACILITY;Finnair Technical Services Oy;Finnair Technical Services Oy;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;24.95265;60.31275;Teknikontie;;01050;VANTAA;FI;;FI_EEA_6101;25497383;6688919
FI.EEA/6144.FACILITY;FNsteel Oy Ab:n konkurssipesä, Koverharin terästehdas;FNsteel Oy Ab:n konkurssipesä, Koverharin terästehdas;2(b);Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;23.21386;59.87787;Koverharintie 303;;10820;LAPPOHJA;FI;;FI_EEA_6144;25399974;6641815
FI.EEA/6285.FACILITY;Aurajoki Oy, Nummelan kuumasinkityslaitos;Aurajoki Oy, Nummelan kuumasinkityslaitos;2(c);Installations for the processing of ferrous metals. Note to reporters, use Level 3 activity e.g. 2(c)(i), in preference to 2(c). Level 2 activity class (i.e. 2(c)) only to be used where Level 3 is not available.;24.288491;60.323724;Kalkkimäentie;;03100;NUMMELA;FI;;FI_EEA_6285;25460687;6690353
FI.EEA/6347.FACILITY;FORTUM POWER AND HEAT OY, INKOON VOIMALAITOS;FORTUM POWER AND HEAT OY, INKOON VOIMALAITOS;1(c);Thermal power stations and other combustion installations;23.912;60.0195;VOIMALANTIE 50;;10210;INKOO;FI;;FI_EEA_6347;25439327;6656744
FI.EEA/6413.FACILITY;Sappi Finland I Oy, Kankaan tehdas;Sappi Finland I Oy, Kankaan tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);25.756286;62.252614;Kankaankatu 4;;40200;JYVÄSKYLÄ;FI;;FI_EEA_6413;25539299;6905314
FI.EEA/6427.FACILITY;JYVÄSKYLÄN ENERGIANTUOTANTO OY, Savelan voimalaitos;JYVÄSKYLÄN ENERGIANTUOTANTO OY, Savelan voimalaitos;1(c);Thermal power stations and other combustion installations;25.7105;62.2408;Onkapannu 5;;40101;JYVÄSKYLÄ;FI;;FI_EEA_6427;25536934;6903970
FI.EEA/6448.FACILITY;UPM-KYMMENE Oyj, Kajaanin tehdas (Renforsin ranta);UPM-KYMMENE Oyj, Kajaanin tehdas (Renforsin ranta);6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);27.70245;64.23587;Tehdaskatu 15  P14;;87100;KAJAANI;FI;;FI_EEA_6448;25631090;7128934
FI.EEA/6581.FACILITY;Pori Energia Oy, Pihlavan voimalaitos;Pori Energia Oy, Pihlavan voimalaitos;1(c);Thermal power stations and other combustion installations;21.60591;61.56845;Voimalantie;;28800;PORI;FI;;FI_EEA_6581;25319703;6833536
FI.EEA/6585.FACILITY;Metsä Fibre Oy;Metsä Fibre Oy;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;21.241242;62.350985;Hermansintie 94;;64260;KASKINEN;FI;;FI_EEA_6585;25305397;6921705
FI.EEA/6600.FACILITY;Wipak Avans Oy, Eura;Wipak Avans Oy, Eura;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;22.18401;61.14117;Teollisuustie 4;;27510;EURA;FI;;FI_EEA_6600;25348343;6784489
FI.EEA/6621.FACILITY;Styrochem Finland Oy, Kokemäki;Styrochem Finland Oy, Kokemäki;4(a)(viii);Chemical installations for the production on an industrial scale of basic organic chemicals: Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);22.322213;61.256296;Puhdistamontie 9;;32800;KOKEMÄKI;FI;;FI_EEA_6621;25356309;6796998
FI.EEA/6695.FACILITY;Aurajoki Oy, Turku;Aurajoki Oy, Turku;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;22.33731;60.49219;Kaviokuja 4;;20380;TURKU;FI;;FI_EEA_6695;25353661;6711871
FI.EEA/16997.FACILITY;Ekokem Oy Ab, Keltakankaan ongelmajätteiden alueellinen palvelulaitos;Ekokem Oy Ab, Keltakankaan ongelmajätteiden alueellinen palvelulaitos;5(a);Installations for the recovery or disposal of hazardous waste;26.85872;60.74931;EKOKAARI 33;;46860;ANJALANKOSKI;FI;;FI_EEA_16997;25601353;6738994
FI.EEA/17001.FACILITY;Kymen Vesi Oy, Sunilan jätevesilaitos;Kymen Vesi Oy, Sunilan jätevesilaitos;5(f);Urban waste-water treatment plants;26.939904;60.499994;SUNILANTIE 10;;48900;SUNILA;FI;;FI_EEA_17001;25606599;6711351
FI.EEA/17006.FACILITY;SCHAEFER KALK Finland Oy, Kuusankosken PCC- tehdas;SCHAEFER KALK Finland Oy, Kuusankosken PCC- tehdas;4(b);Chemical installations for the production on an industrial scale of basic inorganic chemicals. Note to reporters, use Level 3 activity e.g. 4(b)(i), in preference to 4(b). Level 2 activity class (i.e. 4(b)) only to be used where Level 3 is not available.;26.66604;60.90694;Selluntie 1;;45700;KUUSANKOSKI;FI;;FI_EEA_17006;25590402;6756273
FI.EEA/17009.FACILITY;Sulzer Pumps Finland Oy, Karhulan valimo;Sulzer Pumps Finland Oy, Karhulan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;26.941259;60.505667;Pajatie 97;;48600;KARHULA;FI;;FI_EEA_17009;25606654;6711985
FI.EEA/17014.FACILITY;GENENCOR INTERNATIONAL OY, Jämsänkosken tehdas;GENENCOR INTERNATIONAL OY, Jämsänkosken tehdas;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;25.15593;61.91533;Tiilikantie 15;;42300;JÄMSÄNKOSKI;FI;;FI_EEA_17014;25508193;6867505
FI.EEA/17015.FACILITY;HELSINGIN RAUTA OY KOSKENSAAREN TEHTAAT, Koskensaaren tehtaat;HELSINGIN RAUTA OY KOSKENSAAREN TEHTAAT, Koskensaaren tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;25.29734;62.27101;Naulatehtaantie 27;;41920;KINTAUS;FI;;FI_EEA_17015;25515441;6907170
FI.EEA/17023.FACILITY;M-real Oyj, M-real Äänekoski Paper;M-real Oyj, M-real Äänekoski Paper;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);25.73909;62.59671;Kuhnamontie 2;;44100;ÄÄNEKOSKI;FI;;FI_EEA_17023;25537967;6943652
FI.EEA/17027.FACILITY;Patricomp Oy;Patricomp Oy;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;24.8155;61.86332;Lentokoneentehtaantie 3;;35600;HALLI;FI;;FI_EEA_17027;25490289;6861712
FI.EEA/17031.FACILITY;TALVISALON KAATOPAIKKA, KEURUU;TALVISALON KAATOPAIKKA, KEURUU;5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on the landfill of waste has expired);24.583914;62.266058;Lammasahontie 363;;42700;Keuruu;FI;;FI_EEA_17031;25478388;6906652
FI.EEA/17032.FACILITY;Siipikarjan kasvattamo;Siipikarjan kasvattamo;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;25.04389;62.80892;Kalmarintie 160;;43270;KALMARI;FI;;FI_EEA_17032;25502239;6967088
FI.EEA/17034.FACILITY;Metsä Board Kemi;Metsä Board Kemi;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);24.51792;65.75483;Päätie 250, Pajusaari;;94200;KEMI;FI;;FI_EEA_17034;25477902;7295586
FI.EEA/17036.FACILITY;Lappland Goldminers Ab, Pahtavaaran kaivos;Lappland Goldminers Ab, Pahtavaaran kaivos;3(a);Underground mining and related operations;26.455196;67.639773;Pahtavaarantie;;99655;SATTASVAARA;FI;;FI_EEA_17036;25561799;7506431
FI.EEA/17037.FACILITY;Napapiirin Residuum Oy, Kuusiselän kaatopaikka;Napapiirin Residuum Oy, Kuusiselän kaatopaikka;5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on the landfill of waste has expired);25.831;66.363;Kuusiselkä;;97670;ROVANIEMI;FI;;FI_EEA_17037;25537193;7363564
FI.EEA/17040.FACILITY;Perämeren Jätehuolto Oy, Riukkajängän kaatopaikka;Perämeren Jätehuolto Oy, Riukkajängän kaatopaikka;5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on the landfill of waste has expired);24.35932;65.908968;Kalkkimaantie 614;;95400;TORNIO;FI;;FI_EEA_17040;25470807;7312837
FI.EEA/17046.FACILITY;Chemigate Oy, Mietoisten tehdas;Chemigate Oy, Mietoisten tehdas;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;21.89735;60.6277;Kaskistentie 9;;23120;MIETOINEN;FI;;FI_EEA_17046;25330205;6728017
FI.EEA/17048.FACILITY;Eckart Pigments Ky;Eckart Pigments Ky;4(a)(x);Chemical installations for the production on an industrial scale of basic organic chemicals: Dyes and pigments;21.55339;61.57769;Titaanitie;;28840;PORI;FI;;FI_EEA_17048;25316969;6834711
FI.EEA/17051.FACILITY;Farmi Nummela Oy ja Farmi Huttula Oy;Farmi Nummela Oy ja Farmi Huttula Oy;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;23.15768;60.71939;Penninkulmantie 128;;31500;KOSKI TL;FI;;FI_EEA_17051;25399448;6735636
FI.EEA/17055.FACILITY;Hesapork Oy;Hesapork Oy;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;21.55599;60.61916;Uudenkaupungintie 733;;23310;TAIVASSALO;FI;;FI_EEA_17055;25311485;6727997
FI.EEA/17057.FACILITY;Honkajoki Oy;Honkajoki Oy;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;22.28515;61.98014;Santastentie 197;;38950;HONKAJOKI;FI;;FI_EEA_17057;25357684;6877695
FI.EEA/17058.FACILITY;Siipikarjan kasvattamo;Siipikarjan kasvattamo;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;23.145936;60.248096;Paarskyläntie 46;;25520;PERNIÖAS;FI;;FI_EEA_17058;25397328;6683157
FI.EEA/17060.FACILITY;Sikala;Sikala;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;23.590525;60.632325;Ylenjoentie 120;;31400;SOMERO;FI;;FI_EEA_17060;25422861;6725352
FI.EEA/17065.FACILITY;Laitila Coating Oy;Laitila Coating Oy;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;21.68628;60.87586;Eerik Sorolaisentie 2;;23800;LAITILA;FI;;FI_EEA_17065;25320056;6756208
FI.EEA/17066.FACILITY;Lassila & Tikanoja Oyj, Vaskikatu 13;Lassila & Tikanoja Oyj, Vaskikatu 13;5(a);Installations for the recovery or disposal of hazardous waste;22.31697;60.50529;Vaskikatu 13;;20380;TURKU;FI;;FI_EEA_17066;25352604;6713375
FI.EEA/17069.FACILITY;Merikarvian kunta, Korpimatin kaatopaikka;Merikarvian kunta, Korpimatin kaatopaikka;5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on the landfill of waste has expired);21.517975;61.888718;Kauppatie 40;;29900;MERIKARVIA;FI;;FI_EEA_17069;25316946;6869438
FI.EEA/17073.FACILITY;Nordkalk Oy Ab Paraisten kalkkitehdas ja satama;Nordkalk Oy Ab Paraisten kalkkitehdas ja satama;3(c);Installations for the production of cement clinker in rotary kilns, lime in rotary kilns, cement or lime in other furnaces. Note to reporters, use Level 3 activity e.g. 3(c)(i), in preference to 3(c). Level 2 activity class (i.e. 3(c)) only to be used where Level 3 is not available.;22.297;60.2956;Skräbbölentie 18;;21600;PARAINEN;FI;;FI_EEA_17073;25350548;6690070
FI.EEA/17075.FACILITY;FNsteel Dalwire Oy;FNsteel Dalwire Oy;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;22.50535;60.01817;Dalsbruksvägen 709;;25900;DALSBRUK;FI;;FI_EEA_17075;25360897;6658721
FI.EEA/17078.FACILITY;Pohjois-Satakunnan Jätteidenkäsittely Oy, Kooninkeitaan kaatopaikka;Pohjois-Satakunnan Jätteidenkäsittely Oy, Kooninkeitaan kaatopaikka;5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on the landfill of waste has expired);22.34684;61.73123;Ruusilantie 79;;38700;KANKAANPÄÄ;FI;;FI_EEA_17078;25359784;6849838
FI.EEA/17089.FACILITY;RM-Säteri Oy;RM-Säteri Oy;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;22.707824;60.555112;Alikulmantie 449;;21450;TARVASJOKI;FI;;FI_EEA_17089;25374263;6718112
FI.EEA/17096.FACILITY;Eläinsuoja;Eläinsuoja;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;21.54256;60.6621;Kurjensuontie 98;;23200;VINKKILÄ;FI;;FI_EEA_17096;25311002;6732816
FI.EEA/17098.FACILITY;Stena Recycling Oy, Tahkoluodon murskalaitos;Stena Recycling Oy, Tahkoluodon murskalaitos;5(c);Installations for the disposal of non-hazardous waste;21.39967;61.63556;Tahkoluodontie 1;;28900;PORI;FI;;FI_EEA_17098;25309168;6841595
FI.EEA/17100.FACILITY;STX Finland Oy, Rauma;STX Finland Oy, Rauma;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;21.46339;61.13323;Suojantie 5;;26100;RAUMA;FI;;FI_EEA_17100;25309510;6785490
FI.EEA/17102.FACILITY;Siipikarjan kasvattamo;Siipikarjan kasvattamo;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;21.850532;61.383992;Järvimaantie;;29250;NAKKILA;FI;;FI_EEA_17102;25331697;6812345
FI.EEA/17103.FACILITY;Siipikarjan kasvattamo;Siipikarjan kasvattamo;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;21.71623;61.32128;Kaiturintie 155;;29100;LUVIA;FI;;FI_EEA_17103;25324173;6805717
FI.EEA/17104.FACILITY;Suomen Akkukeräys Oy;Suomen Akkukeräys Oy;5(a);Installations for the recovery or disposal of hazardous waste;21.49911;61.10293;Matinvahe 2;;26100;RAUMA;FI;;FI_EEA_17104;25311252;6782014
FI.EEA/17105.FACILITY;Suomen Kuitulevy Oy, Pihlavan tehdas;Suomen Kuitulevy Oy, Pihlavan tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);21.60616;61.56702;Ahlströmintie 50;;28800;PORI;FI;;FI_EEA_17105;25319708;6833376
FI.EEA/17107.FACILITY;Siipikarjan kasvattamo;Siipikarjan kasvattamo;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;22.085525;61.112605;Savikontie 278 B;;27510;EURA;FI;;FI_EEA_17107;25342900;6781541
FI.EEA/17110.FACILITY;Turku Energia Oy, TYKS lämpökeskus;Turku Energia Oy, TYKS lämpökeskus;1(c);Thermal power stations and other combustion installations;22.2922;60.4539;Kiinanmyllynkatu 4-8;;20520;TURKU;FI;;FI_EEA_17110;25351008;6707708
FI.EEA/17111.FACILITY;Turun kaupunki (keskuspuhdistamo), jätevedenpuhdistamo (jvp), Turun vesilaitos / Jäteveden käsittely;Turun kaupunki (keskuspuhdistamo), jätevedenpuhdistamo (jvp), Turun vesilaitos / Jäteveden käsittely;5(f);Urban waste-water treatment plants;22.237951;60.448117;Ruissalontie 14-18;;20200;TURKU;FI;;FI_EEA_17111;25347997;6707188
